0,신종 코로나바이러스감염증 중앙사고수습본부 정례 브리핑--0,"신종 코로나바이러스감염증 중앙사고수습본부 정례 브리핑-	 진단검사 지원 확대, 마스크 합동점검 등 단속현황 등 -	   ○ 신종 코로나바이러스감염증 중앙사고수습본부는 신종 코로나바이러스감염증 의사환자에 대하여 진단검사비를 지원한다고 밝혔다.	 ○ 우선, 신종 코로나바이러스감염증 진단검사 대상이 확대된다.	 질병관리본부의 「신종코로나바이러스감염증대응절차」의 사례정의를 기준으로 의사환자에게 적용되며, 내외국인 모두에게 적용된다.	  ○ 아울러 진단검사 비용은 위 정의에 해당하는 확진환자·의사환자로서 진단검사를 받는 경우 그 검사비용에 한해 지원된다.	 ○ 진단검사는 오늘 기준 124개의 보건소에서 검체 채취 및 검사 의뢰가 가능하며, 가능한 보건소는 보건복지부, 질병관리본부 및 신종코로나바이러스 감염증 마이크로페이지에서 확인이 가능하다.	    * 의료기관의 경우에는 명단이 확보되는 대로 공개할 예정  -	 다만, 유증상자는 바로 의료기관을 방문하지 말고, 먼저 질병관리본부 1339 콜센터 상담 이후 관할 보건소 선별진료소 방문 등 진단검사를 위한 절차를 안내받는 것이 필요하다.	 ○ 중앙사고수습본부는 정확한 검사를 위해서 장비와 숙련된 인력, 감염예방을 위한 정도 관리 등 엄격한 요건을 충족해야 한다며, 현재 1일 검사가능 건수는 3천여건 정도이고 종전에 1일 200여건 정도 시행해왔던 것에 비해 많이 개선되었으나, 진단검사 수요와 감염증의 확산 정도를 고려하여 계속 확대해 나갈 계획이라고 밝혔다.	 ○ 아울러 노홍인 총괄책임관은 “현재 신종코로나바이러스 감염증의 조기 진단과 전파 차단을 위해 가장 위험성이 큰 집단을 대상으로 우선순위를 평가하여 검사 대상을 확대하고 있다” 며 검사를 원하는 모든 국민들께 진단검사를 적용할 수는 없는 상황임을 이해해 주실 것을 부탁드린다고 말했다.	   □ 아울러 정부합동단속반은  1월 31일부터 보건용 마스크 가격폭리, 매점매석 등 불공정 거래 행위에 대해 집중 점검을 하고 있다고 밝혔다.	 정부합동 단속반과 식약처 점검결과, 가격폭리 업체, HS 코드 허위 신고 업체, 사기혐의자를 각각 적발하여 수사기관에 수사의뢰하였고, 매점매석 의심 사례 2개소는 추가ㆍ조사 중에 있다.	 ○ 또한 고가 판매 온라인 사이트에 대해서도 26개소 사이트를 확인하여 시정요구하였으며, 앞으로도 매점매석, 사재기 등 불법 행위가 적발될 경우 엄중히 조치하겠다고 밝혔다.	    * 2년이하의 징역 또는 5천만원 이하의 벌금  □ 또한, 중앙사고수습본부는 공항과 항만에서 이루어지고 있는 특별입국절차* 진행상황에 대하여 밝혔다.	   * 특별입국절차 :	 중국전용입국장을 별도 개설하고, 중국에서 입국하는 모든 내외국인의 국내 거주지와 실제 연락처를 직접 확인한 후 입국 허용 ○ 2월 6일 목요일 0시부터 24시에 입항한 중국발 항공·여객 총 127편 기준, 총 6,490명 대상으로 특별입국절차를 실시하였으며, 입국 제한자는 발생하지 않았다.	   ○ 다만, 최근 14일 이내에 중국 후베이성을 방문한 내국인이 특별입국절차를 통해 입국하였으나, 발열이나 기침 등 증상이 없는 상태로 확인되었다.	 이에 국내 거주지와 연락처를 확인한 후 14일간 자가격리를 실시하도록 하였다.	 ○ 아울러 특별입국절차를 통해 입국한 중국 입국자에게는 기침, 발열 등 의심 증상 발현 시 질병관리본부에 즉시 연락할 수 있도록 안내문자를 지속 발송하고 있다."
1,신종 코로나바이러스감염증 중앙사고수습본부 정례 브리핑--1,"    □ 정부는 우한 교민들의 건강 상태를 지속적으로 점검하고 있으며, 필요한 의료서비스가 적시에 제공될 수 있도록 노력하고 있다.	 ○ 특히, 의료서비스를 지속적으로 요구하는 입소자에 대해서는 의료진과 역학조사관의 판단 하에 검체를 채취하여 진단검사를 시행하고 있으며,   -	 2월 6일에는 총 2건의 진단검사를 의뢰하여, 인후통 등 증세를 보인 교민 1명이 양성으로 확인되었고, 나머지 1건에 대해서는 음성으로 판정받았다.	 ○ 그리고 임신부 입소자에 대해 임시생활시설 구역 내 이동진료시설을 통해 필요한 의료서비스를 제공하여,   -	 국군수도병원 산부인과 전문의와 임시생활시설 상주 의사를 화상 연결하여 상담 및 처방을 시행하였으며, 증상에 따라 외부병원 진료도 검토할 예정이다.	□ 이외에도 입소자들이 임시 생활시설에서 평소와 다름없이 생활할 수 있도록 필요한 부분을 살펴보고 있으며, ○ 어제자로 생일을 맞은 어린이에게 케이크, 장난감 등 생일선물을 전달하는 등 가능한 범위 내에서 입소자들에게 지원을 아끼지 않고 있다.	< 붙임 > 1.	 신종 코로나바이러스 감염증 예방수칙2.	 ‘여행력 알리기’ 의료기관 안내 포스터3.	 감염병 예방수칙4."
2,3·1절 101주년과 ‘새로운 100년’ 출발--0,"1920년 3월 1일 오전 서울의 배화여학교 학생 수십 명이 학교 뒷산과 교정에서 일제히 ‘대한 독립 만세’를 외쳤다.	 한 해 전에 일어났던 3·1운동을 재현하려는 학생들의 자발적인 만세시위였다.	 일제의 삼엄한 경계도 학생들의 독립 의지는 꺾을 수 없었다.	 만세시위를 주도한 24명의 학생이 경찰에 체포됐고 서대문감옥에서 옥고를 치렀다.	같은 날 오전 10시 중국의 상하이에서는 대한민국임시정부가 개최한 첫 3·1절 기념식이 성대하게 열렸다.	 이에 앞서 임시정부는 국경일에 관한 규정을 만들어 3·1절을 3대 국경일 가운데 하나로 지정한 바 있었다.	 같은 날 오후에는 상하이교민단이 주최하는 ‘독립선언 기념 대축하회’가 열렸다.	 임시정부의 기관지 ‘독립신문’은 이날 상하이의 모습을 ‘명절 분위기였다’고 보도했다.3·1운동 1주년을 기념하려는 움직임은 서울과 상하이뿐만 아니라 우리 민족이 사는 곳이라면 어디에서든 나타났다.	 러시아 연해주에서도, 만주에서도, 미국 캘리포니아주에서도 동포들이 모여 1년 전의 독립선언이 갖는 의미를 되새기는 한편 앞으로 반드시 독립을 이루고 새로운 나라를 만들겠다는 각오를 다졌다.	물론 국내와 해외가 3·1절을 기리는 방식은 달랐다.	 국내에서는 3·1운동에 관한 기억 자체를 지워버리려는 일제의 탄압 아래 공식적인 기념행사를 갖는 것이 불가능했다.	 그랬기 때문에 배화여학교 학생들처럼 일제의 감시를 피해 제2의 만세시위를 벌이는 방식으로 3·1운동 1주년을 기리려고 했다.	반면에 해외 동포사회는 지금 우리가 상상할 수 있는 것 이상의 성대한 경축 모임을 가졌다.	 3·1운동의 독립선언과 만세시위는 일제 식민통치로부터의 독립이라는 목표를 이루는 데는 성공하지 못했다.	 그런데도 3·1운동 1주년을 기쁜 날로 기린 데는 이유가 있었다.	 임시정부가 1944년에 마지막으로 임시헌법을 만들면서 3·1운동을 ‘3·1대혁명’으로 규정한 데서도 알 수 있듯이 3·1운동이 우리 역사의 방향을 근본적으로 바꾸는 데 성공했다는 자부심이 3월 1일을 ‘명절 분위기’에서 맞이하게 한 것이다.	독립운동에서 말하는 독립은 일제 식민통치에서 벗어나는 것만을 의미하지 않는다.	 거기에는 한 가지 중요한 뜻이 더 담겨 있었다.	 그것은 바로 ‘국민이 나라의 주인’이 되는 새로운 나라를 만들겠다는 꿈이었다.	 임시정부는 이 꿈을 첫 임시헌법인 대한민국임시헌장 제1조의 ‘대한민국은 민주공화제로 함’이라는 규정으로 구체화했다."
3,3·1절 101주년과 ‘새로운 100년’ 출발--1," 3·1운동 과정에서 여러 임시정부 수립 움직임이 나타났는데 모두 ‘민국’이나 ‘민간정부’를 표방했다.	 1910년 강제병합 당시만 해도 황제가 유일한 주권자이던 대한제국이었다.	 그런데 불과 9년 뒤에 국민이 주권자인 대한민국이 출범했다.	 제국에서 민국으로의 혁명적 변화가 일어난 것이다.	당시 임시정부를 비롯한 독립운동 진영에서 3·1절을 각별히 경축하려고 한 것은 바로 이러한 이유 때문이었다.	 3·1운동이 민주공화국으로 나아가는 민주혁명의 뿌리가 된 것으로 보았기 때문에 임시정부도 동포사회도 3·1절을 기쁜 마음으로 기렸다.1920년의 첫 3·1절 이후 지난 100년 동안 우리는 해마다 3월 1일을 각별하게 기려 왔다.	 지난해는 3·1운동과 임시정부 수립 100주년이 되는 해여서 정부와 지방자치단체, 그리고 시민사회가 손을 잡고 3·1운동 정신에 비춰 지난 100년을 되돌아보고 앞으로의 새로운 100년을 준비하는 각오를 다지기도 했다.	 올해는 새로운 100년의 첫 3·1절이다.	 각오가 다시 남다를 수밖에 없다.	임시정부의 지도자 안창호는 첫 3·1절을 맞아 “과거 1년간 일인은 이 날을 무효화하려 하였고 우리는 이 날을 유효하게 하려 싸웠소.	 일인의 최대 문제는 이 날을 무효로 돌리는 것이고 우리의 최대 의무는 이 날을 영원히 유효하게 함이외다”라고 말했다.	 안창호의 이 말은 100년이 지난 지금도 여전히 유효하다.	헌법 전문은 ‘유구한 역사와 전통에 빛나는 우리 대한국민은 3·1운동으로 건립된 대한민국임시정부의 법통을 계승했다’는 문장으로 시작된다.	 대한민국은 3·1운동과 임시정부로 상징되는 독립운동의 기반 위에 세워졌다는 것이 헌법정신의 핵심이다.	 그러므로 독립운동의 계승자인 우리 대한국민은 새로운 100년의 출발선에서 ‘이 날을 영원히 유효하게 하는 길’을 깊게 고민해야 할 것이다."
4,"해양경찰청, 코로나19를 틈탄 음주운항 행위 집중단속--0","-	 5월 중 음주운항 사각지대 예인선 등 집중단속 -	해양경찰청은 ‘코로나19’ 심각단계임에도 음주운항으로 인한 선박사고가 지속적으로 발생하고 있어 5월 중 예인선 음주운항 선박 등을 집중 단속한다고 24일 밝혔다.	 지난 3월 인천대교 남방 1.3km 해상에서 4천9백톤급 유조선과 20톤급 통선이 충돌하여 다행히 인명피해는 없었으나, 원유유출로 이어질 수 있는 사고가 발생했다.	 당시 통선 선장을 대상으로 음주측정 결과 혈중 알콜농도 0.126% 만취상태로 운항한 것으로 확인됐다.	 4월에는 평택항 인근 3.6km 해상에서 예인선 선장이 술에 취한 채 선박을 운항 중에 어눌한 말투로 해상교통관제센터와 교신하다 혈중 알콜농도 0.102%로 적발되기도 했다.	 특히, 예인선은 대형 부선을 끌고 운항하다 사고가 날 경우 대형사고의 우려가 크다.	 저속 장시간 운항과 대부분 60세 이상의 노령자가 운항하고 있어 음주운항 우려가 매우 높은 것으로 파악되고 있으며, 지난 해 예인선은 음주운항으로 10건이 적발됐다.	 그 동안 ‘코로나19’ 감염예방을 위해 경비함정, 파출소에서 밀접접촉을 자제함에 따라, 이를 틈타 음주운항이 늘어날 것으로 판단하고 있다.	 이번 집중단속은 경비함정, 파출소뿐만 아니라 해상교통관제센터와 합동으로 실시하며, 지그재그 운항, 호출시 미응답 등 음주운항 의심행위 이외에도 교신 중 주변 해상상황의 정확한 답변 여부도 확인하여 단속에 활용할 계획이다.	 특히, 예인선 등 취약 선종에 대해서는 입·출항시 잠복, 수시 순찰 등 단속방법도 다양화하고, 예인선이 밀집되어 음주가능성이 높은 부두, 자재 운반구간 등에 대해 단속을 강화할 방침이다.	 해양경찰청 관계자는 “음주운항은 단 한건의 사고도 엄청난 대형 해상재난으로 이어질 수 있다.	” 며, “해양경찰은 국민의 생명과 재산을 지키기 위해 지속적으로 단속활동을 펼칠 계획이다.	”라고 밝혔다.	   * 음주운항 적발건수 :"
5,"코로나19 대응, 전방위적 수산물 소비촉진 행사 열린다--0","해양수산부는 코로나바이러스감염증-19 확산으로 위축된 수산물 소비를 활성화하기 위해 드라이브 스루 방식의 활 수산물 판매를 비롯하여 전방위적인 수산물 소비촉진 행사를 개최한다.	   코로나19 확산으로 인해 지난 2월 양식수산물 출하금액은 1월보다 15~40% 감소하였고, 일식집 등 수산물 외식업체 방문객도 1월에 비해 70% 이상 줄면서 어업인과 관련 업계 종사자들의 피해가 급증하고 있다.	    이에, 해양수산부는 지난 3월 9일과 26일에 장관 주재로 긴급 관계기관 간담회를 열고 온라인 긴급 소비촉진 및 상생할인행사 개최, 대형마트 상생할인, 공공기관 상생구매, 드라이브 스루 도입 확대 등  다방면의 수산물 소비촉진 대책을 강구한 바 있으며, 이번에 중간 추진실적을 점검하고, 향후 추진계획을 수립하였다.	 ≪ 온라인 소비촉진 ≫   해양수산부는 출하에 어려움을 겪고 있는 멍게와 전복 어가를 지원하고 비대면 수산물 판매를 활성화하기 위해 2월 29일부터 3월 31일까지 11번가, 옥션, 우체국쇼핑, 수협쇼핑, 피쉬세일 등 5개 온라인 쇼핑몰에서 온라인 상생할인전을 진행하여 총 9억 9천만 원의 판매 실적을 기록하였다.	   이와 더불어, 3월 9일부터 31일까지는 11번가, G마켓, 피쉬세일 등 3개 업체가 자발적으로 참여한 ‘우리어민 돕기 온라인 상생할인 행사’를 진행하여 11억 8천만 원의 매출을 추가로 달성하였다.	    11번가의 경우, 지난해 같은 기간 멍게전복 매출이 5천 7백만 원에 불과했으나, 온라인 상생할인 행사를 통해 올해에는 7억 4천만 원을 기록하면서 약 13배의 매출 증가 효과를 보기도 했다.	    해양수산부는 이번 온라인 수산물 판매 경험을 토대로 기존 오프라인 시설 지원 중심의 정책에서 벗어나, 수산물 온라인 직거래 확대를 위한 시스템 구축을 중심으로 하는 정책 방향을 수립하고 추진해나갈 계획이다.	 ≪ 대형마트 상생할인 ≫   해양수산부는 3월 25일부터 4월 15일까지 순차적으로 양식수산물 생산자, 대형마트와 함께하는 활어회 상생할인전을 진행하고 있다.	 이 행사는 홈플러스, 이마트, 롯데마트의 전국 340여개 매장에서 진행되고 있는데, 앞서 3월 25일부터 4월 1일까지 행사를 진행한 홈플러스는 전국 107개 지점에서 총 13톤의 넙치 판매실적을 기록하였다.	 이러한 추세를 볼 때, 행사 종료시점까지는 총 50톤 이상의 넙치를 판매할 수 있을 것으로 전망된다.	   대형마트는 국민들이 수산물을 가장 쉽게 접할 수 있는 곳 중 하나인 만큼, 해양수산부는 앞으로도 대형마트 등과 지속적으로 상생 협력하여 수산물 판매를 확대해 나갈 계획이다.	 ≪ 공공기관 상생구매 ≫   3월 27일부터 4월 10일까지 진행되는 양식수산물* 소비촉진 캠페인에는 해양수산부와 해양경찰청 및 소속 공공기관, 유관단체 임직원 2만여 명이 자율적으로 참여하고 있다.	 4월 5일을 기준으로 1억 1천만 원의 판매실적을 기록하였으며, 캠페인이 종료되는 4월 10일까지 1억 5천만 원 이상의 판매를 목표로 하고 있다.	    * 넙치, 우럭, 민물장어, 멍게, 전복, 어묵  ≪ 드라이브 스루 ≫   해양수산부는 생산자 단체와 함께 오는 4월 23일부터 5개 지역에서 ‘드라이브 스루’ 방식의 활 수산물 특판장을 확대 운영한다.	 현재 포항, 완도, 울산 등에서 좋은 성과를 내고 있는 드라이브 스루 방식의 활 수산물 판매를 서울, 세종, 광주, 포항, 하동 등 전국 5개 거점으로 확대하여 양식수산물의 소비를 늘리겠다는 계획이다.	    드라이브 스루 방식의 활 수산물 특판은 신선도가 생명인 활 수산물을 손질하는 즉시 소비자에게 전달할 수 있고, 중간 유통단계를 축소하여 시중 가격보다 저렴하게 구입할 수 있다는 특징이 있다.	 또한, 전국 연안 관광지와 연계할 경우, 어촌·어항 관광단지의 특화 상품으로도 활용될 수 있어, 해양수산부는 앞으로 드라이브 스루 방식의 비대면 활 수산물 판매를 확대하여 수산물 소비를 촉진할 예정이다.	   참고로, 3월 26일부터는 노량진 수산시장에서, 4월 6일부터는 수협 강서공판장에서도 드라이브 스루 방식의 활어회 판매가 이루어지고 있으며, 4월 7일까지 총 8천 1백만 원의 판매실적을 거두기도 하였다.	 ≪ 추가대책 ≫   해양수산부는 현재 진행되는 온라인 상생할인 행사가 종료된 후 4월 말경 온라인 쇼핑업체들과 연계하여 대규모 온라인 수산물 할인행사인 ‘온라인 수산대전‘을 진행할 예정이다.	 또한, 대형마트와의 상생할인 행사가 끝나면, 그 외의 소비 부진 품목을 선정하여 활어회 할인전을 추가로 진행할 계획이다."
6,"코로나19 대응, 전방위적 수산물 소비촉진 행사 열린다--1"," 아울러, 수협중앙회와 함께 학교급식 납품 중단에 따른 피해 어가를 돕기 위한 할인행사도 진행할 계획이다.	   이경규 해양수산부 수산정책관은 “사회적 거리두기 강화에 따라 비대면 방식의 수산물 판매를 활성화할 수 있는 다양한 방안을 강구하고 있다.	”라며, “이번 행사들을 통해 소비자들의 수산물 소비패턴 변화를 분석하여 온라인 중심의 수산물 직거래를 확대하는 정책 방향을 모색해 나갈 것”이라고 말했다."
7,"‘20년 4월의 독립운동가 ""오광선·정현숙 선생"" 부부 선정--0","□ 국가보훈처는 광복회, 독립기념관과 공동으로 오광선․    정현숙 부부를 2020년 4월의 독립운동가로 선정하였다고 밝혔다.	□ 먼저, 오광선 선생은 1896년 경기도 용인에서 태어나 1913년 삼악학교를 졸업한 후     이웃 마을 출신 정현숙 여사와 결혼했다.	 ○ 독립운동에 큰 뜻을 품은 선생은 1914년 서울로 올라가 종로에 있는 상동청년학원에     입학하였으나, 총독부의 지속적인 탄압과 재정난으로 1915년 문을 닫게 되자 독립운동을 위해      중국으로 건너갔다.	 ○ 1918년 신흥무관학교를 우수한 성적으로 졸업하고 동흥학교 군사교관과 체육교사로      재직한 후 신흥무관학교 교관으로서 독립군 양성에 헌신하였다.	 ○ 1920년 12월 대한독립군단      중대장에 임명되었으며, 1930년 7월 이청천과 홍진 등이 중국 위하현에 결성한 한국독립당의      의용군 중대장으로 활동하였고, 1934년 2월에는 중국 육군군관학교 낙양분교 교관으로서      군관 양성 활동에 매진하였다.	 ○ 이후 김구 선생의 지시로 1936년 북경으로 파견되어 첩보활동을 벌이던 중 일본경찰에 체포되어     신의주 형무소에서 2년간 옥고를 치렀다.	 ○ 1945년 11월 귀국하여 ‘대한국군준비위원회’, ‘광복청년회’, ‘대동청년단’에 참여하였으며,     1948년 12월 육사 8기로 입교하여 이듬해 육군대령으로 임관하였고 전주지구위수사령관을 지낸 후      준장으로 예편하였다.	□ 또한 정현숙 여사는 1919년 남편을 따라 만주로 망명하여 화전을 일구며, 남의 집 일을 해주고     받은 품삯으로 생활하는 어려움 속에서도 독립군의 뒷바라지에 헌신하여 ‘만주의 어머니’로 불리었다.	   ○ 1941년 한국혁명여성동맹원으로 활동하였으며, 1944년에는 한국독립당 당원으로 임정 활동에     참여하다가 해방을 맞았다.	  ○ 부부의 두 딸 오희영, 오희옥 선생 역시 1939년 2월 조직된 한국광복진선청년공작대에     가담하여 선전활동에 참여한 것은 물론, 광복군에 입대해 초모공작 등에 활약하였으며 사위     까지 독립운동에 투신한 독립운동가 가문이다.	□ 정부에서는 두 분의 공훈을 기리어 오광선 선생에게는 1962년 독립장을 수여하였고, 정현숙 선생에게는   1995년 애족장을 추서하였다."
8,[보도자료] 투개표지원상황실 방문--0,"정세균 국무총리, 투·개표 지원상황실 방문   -	 화재·정전 등 비상상황 대응, 자가격리자 투표 안전 지원 등 점검 -	□ 정세균 국무총리는 제21대 국회의원선거 투표일인 4월 15일 오전, ‘투·개표 지원상황실’을 방문했습니다.	    *  진영 행안부 장관, 윤종인 행안부 차관, 이재관 행안부 투·개표 지원상황실장 등 ㅇ 이날 방문은 투·개표 마지막까지 선거가 안전하고 공명정대하게 치러질 수 있도록, 투·개표 지원 현황을 점검하고 관계자를 격려하기 위해 마련됐습니다.	□ ‘투·개표 지원상황실’은 전국 시·도와 시·군·구에 운영 중인 선거상황실과 연계되어 개표 종료시까지 운영되며,  ㅇ 선거관리위원회, 경찰청·소방청·복지부 및 한국전력·KT 등 관계기관과 긴밀히 협조하여 투·개표소 안전관리, 사건·사고 대응 등의 역할을 수행합니다.	□ 정 총리는 투·개표 지원상황실장으로부터 ‘투·개표 진행상황’을 보고받은 후 ‘공정하고 안전한 선거’의 중요성을 강조하며 ㅇ 정전·화재·통신장애 등 비상상황 발생시 관계기관과 함께 신속 대응할 수 있도록 끝까지 긴장을 늦추지 말 것을 당부했습니다.	□ 정 총리는 코로나19로 인해 많은 국가들에서 선거가 연기되고 있음에도 우리나라에서는 예정대로 국회의원 선거가 치러지고 있는 점, 역대 최고의 사전투표율을 기록한 점 등을 언급하면서   ㅇ 국민의 높은 정치의식에 부응하도록 선거 공정성에 논란을 야기할 만한 어떠한 사고도 발생하지 않게 투·개표 상황을 철저히 관리할 것을 당부했습니다 ㅇ 특히, 코로나19 확진자와 자가격리자 투표권 보장을 위해 선거관리위원회와 행정안전부가 끝까지 지혜를 모으고 실천한 것에 대해 치하했습니다.	  □ 정 총리는 지원상황 점검을 마친 후 관계자들을 격려하면서, 전 세계가 주목하고 있는 만큼 공정하고 안전한 선거가 되도록 끝까지 최선을 다해주길 다시한번 당부했습니다."
9,"김홍희 해경청장, 진도 팽목항 찾아 해양안전 각오 다져--0","-	  세월호를 교훈삼아, 국민에게 신뢰받는 조직으로 거듭나야 -	 김홍희 해양경찰청장은 취임 이후 최초 현장치안점검 행선지로 목포와 진도 팽목항을 찾아,안전한 대한민국 바다를 만드는데 최선을 다하겠다는 각오를 다졌다고 9일 밝혔다.	 ※ 지난 6일 동서남해역 항공기 이용한 해상 순찰 실시 김홍희 청장은 먼저, 목포 노을 공원에 건립되어 있는 故 박경조 경위를 참배하여,대한민국 바다를 지키기 위해 자신의 목숨을 아끼지 않았던 고인의 희생정신을 기리고,주변국으로부터 대한민국 해양영토를 빈틈없이 지키겠다는 해양주권 수호 의지를 되새겼다.	   이후, 목포 신항을 찾아 세월호 선체가 거치되어 있는 현장과 진도 세월호 팽목 기억관을 찾아희생자를 추모하고, 목포해양경찰서 진도 파출소와 해상교통관제센터를 찾아 직원들을 격려하며대한민국 바다에서 세월호와 같은 유사한 사고가 재발되지 않도록 국민의 안전을 위해최선을 다해 근무해 달라고 당부했다.	김홍희 해양경찰청장은 팽목항 기억관을 방문하면서, ""세월호를 영원한 교훈으로 삼아 그 아픔을 잊지 않고,바다에서 더 이상 눈물 흘리는 국민이 없도록 최선을 다하겠다” 밝히면서, 해양경찰의 구조능력을 강화하는데뼈를 깎는 노력을 다해 어떠한 상황에서도 국민의 생명과 재산을 안전하게 지켜 국민에게 사랑받고 신뢰받는조직으로 거듭나야 한다고 강조했다.	 한편, 김홍희 해양경찰청장은 내일 안산에 위치한 416기억교실, 기억전시관을 방문하고 가족협의회를 찾아세월호 희생자 추모 행보를 이어갈 예정이다."
10,"산불가해자 연간 사법처리 244건, 1억3천만 원 벌금형--0","-	 청명·한식 전후 산불단속 및 가해자 처벌 강화 -	산림청은 대형산불 발생우려가 높은 청명·한식을 전후하여 전국에 산불방지 특별경계령을 내리고 산불가해자에 대한 검거 활동을 강화했다고 2일 밝혔다.	코로나19와 온화한 날씨로 한적한 산을 찾는 인구가 늘어나면서 금년 3월 말까지 전국에서 245건의 산불이 발생했고, 점차 증가 추세다.	지난달 23일부터 29일까지 일주일간 21명의 산불가해자를 현장에서 검거하고 사법처리했다.5년간 산불가해자 1,219명을 입건하여 920건을 형사처벌하고 6억 6400만원의 벌금을 부과했으며, 이중 1건은 징역 5년이 선고되었다.	    ※ 2019년 4월 0.57㏊ 소실, 징역 5년 / 2016년 4월 53.8㏊ 소실, 징역 10월, 8천만원 배상    ※ 5년간 가해자 평균 검거율 43%, 1인당 평균 벌금 184만원산림청은 최근 국회의원 선거와 코로나19 대응 등 사회적인 분위기에 편승한 방화성 산불에 대응하여 감시 사각지대와 산불이 빈발하는 취약지에 산림사법경찰관과 산불진화대로 구성된 잠복 근무조를 투입하고 불시에 산불단속을 추진하고 있다.	지난달 15일 밤 9시경 충북 진천에서 24일에는 밤 9시경 전남 여수에서 고의로 산불을 내고 하산하는 방화범을 잠복근무 증 검거하여 사법처리했다.	산림내 불을 지를 경우 15년이하의 징역에 처하게 되며, 실수로 산불을 낸 경우라도 3년이하의 징역 또는 3천만원 이하의 징역에 처할 수 있고, 아울러 민법 제750조 규정에 따라 손해배상 책임이 있다.	    ※「산림보호법」제53조 제1항 및 제5항 :	 산림보호구역 방화 시 7년이상 15년이하 징역, 실수로 산불을 낸 경우 3년이하의 징역 또는 3천만원 이하의 벌금산불가해자에 대해서는 엄격히 책임을 묻고 별도로 산불예방 및 신고 활성화를 위해 포상금제를 운영하고 있다.	산림 내 또는 산림 주변에서 불을 피우는 자를 신고하거나 가해자 검거에 기여한 경우 최고 300만원까지 포상금을 지급한다.	박종호 산림청장은 “그동안 산불 가해자에 대한 온정주의로 산불에 대한 죄의식이 상대적으로 약한 경향이 있다.	 산림보호법에 따라 합당한 처벌이 필요하며, 타인의 재산피해에 대한 보상 책임도 져야 한다.	”고 말하며, “산림 안팎에서 화기 취급을 삼가시고, 산불예방에 대한 국민들의 관심과 참여를 바란다”라고 강조했다."
11,어린이 보호구역 교통안전 강화대책을 본격 추진합니다--0,"민식이법으로 불리는 도로교통법 개정안이 오늘부터 시행됩니다.	아름다운 미래, 어린이가 안전한 나라로 만들기 위해 약속하겠습니다.1.	 어린이 안전시설이 늘어나 등·하굣길이 획기적으로 개선됩니다.	• '22년까지 전국 보호구역 내 무인교통단속 장비, 신호등 설치• 옐로카펫, 노란 발자국 등 시설 확충 시범사업과 함께 보호구역 정비 표준모델 개발• '22년까지 등하굣길 교통사고 위험에 노출된 4,368개 학교 대상 보행로 확보사업 추진2.	 어린이 보호구역에 자주 일어나는 불법적·관행적인 위험요인을 싹 없애겠습니다.	• 어린이보호구역 내 불법 노상주차장 281개소 모두 폐지• 안전신문고를 활용한 불법 주·정차 주민신고 대상에 어린이 보호구역도 추가 • 주·정차 위반 범칙금, 과태료 현행 2배에서 3배로 상향 3.	 무엇보다 어린이가 우선하는 교통안전 문화를 만들겠습니다.	• 시간제 차량 통행 제한 적극 도입, 등·하굣길 교통안전 프로그램 전국적으로 확대• 내비게이션 어린이 음성 안내 • 학생이 주도적으로 학교 안전 문화에 참여할 수 있는 체험 중심 프로젝트 학교 교육과정과 연계하여 추진4.	 주민, 지자체와 함께 어린이 보호구역을 효율적으로 관리하겠습니다.	• 상반기 전국 보호구역 안전시설에 대한 전수 실태조사 → 하반기 중 안전시설 개선 중장기 계획 마련, 보호구역 정보시스템 구축• 지역 주도형 지역 교통안전 협의체 활성화• 분기별 지자체별 협의체 운영실적 평가 후 우수시책 전국적 확대 및 미흡한 지역에 대해 중앙정부 차원의 컨설팅을 정례적으로 시행5.	 어린이 통학버스의 안전의무를 강화하겠습니다.	• 경찰청 주관으로 관계기관과 협업하여 어린이 통학버스 운영시설 합동 점검 추진 예정• 교육부에서는 출고한 지 11년 이상 된 노후 통학버스 조기 교체 추진지자체에서도 자체 예산을 확보하여 어린이 안전을 위한 노력을 기울이겠습니다.	• 어린이 보호구역 주변 주차환경개선사업 추진, 공영주차장 공유, 어린이 교통안전 TF 구성·운영 등“어린이가 안전한 나라” 시·도 교육청, 관계부처, 지방자치단체와 협력하여 어린이 보호구역 내 사망사고 예방을 위한 사업들을 차질없이 추진해 나가겠습니다."
