"[전문]경찰청장, ‘정인이 사건’ 사과…양천서장 대기발령"," 경찰이 양부모의 학대로 사망한 ‘정인이 사건’과 관련 부실 수사에 대해 지휘책임을 물어 서울양천경찰서장을 대기발령 조치했다.	김창룡 경찰청장은 6일 사과문을 통해 “학대 피해를 당한 어린아이의 생명을 보호하지 못한 점에 대해 깊은 사죄의 말씀을 드린다”라며 “초동 대응과 수사 과정에서의 미흡했던 부분들에 대해서도 경찰 최고 책임자로서 깊은 책임감을 느낀다”고 밝혔다.	김 청장은 “아동학대 조기발견 및 보호ㆍ지원과 학대수사 업무가 유기적으로 이루어질 수 있도록 경찰청에 아동학대 전담부서를 신설하고, 국가수사본부와 시ㆍ도 자치경찰 간 협력체계를 공고히 구축해 나가겠다”고 약속했다.	또 “모든 아동학대 의심사건에 대해 학대혐의자의 정신병력ㆍ알코올 중독과 피해아동의 과거 진료기록을 반드시 확인하고 사회적 약자에 대한 전문성과 인권감수성을 바탕으로 학대 범죄에 대해 엄정하게 수사하겠다”고 덧붙였다.	이에 따라 서울양천경찰서장은 이날 대기발령 조치했고 서정순 서울청 안보수사과장을 후임으로 발령했다.	 서정순 과장은 여성청소년 분야에 정통한 것으로 알려졌다."
‘불법감금’ 혐의로 피소된 서울청 광역수사대 수사관들," 한 가상화폐거래소가 서울지방경찰청 광역수사대 소속 수사관들을 불법수사 혐의로 고발했다.7일 법조계와 가상화폐거래소 관계자 등에 따르면 최근 가상화폐거래소 ‘코인빗’의 운영사인 엑시아소프트 박현백 대표는 최근 서울지방경찰청 광역수사대 수사관들의 불법수사를 처벌해달라는 고발장을 서울중앙지방검찰청에 제출했다.	서울지방경찰청 광역수사대 소속 수사관 김 모씨 등 3명은 모욕 및 직권남용, 불법체포감금 혐의를 받는다.	엑시아소프트의 고발대리인인 법무법인 산우에 따르면 해당 수사관들은 지난 해 9월 코인빗 등에 대한 압수·수색을 진행하면서 사무실 문을 잠근 채 휴대폰 등을 빼았는 등 외부와의 연락을 차단했다.	 이어서는 동행거부권고지와 자유로운 이탈 퇴거권을 고지하지 않은 채 차량에 태워 서울청 광역수사대로 이동하는 등 총 6시간 동안 불법감금 및 불법체포했다.	이에대해 산우는 고발장에서 “수사기관이 피의자를 수사하는 과정에서 구속영장 없이 함부로 구금하여 신체의 자유를 박탈한 행위”라면서 “명백한 불법감금죄에 해당한다”고 주장했다.	형법 124조 따르면 재판, 검찰, 경찰 기타 인신구속에 관한 직무를 행하는 자 또는 이를 보조하는 자가 그 직권을 남용하여 사람을 체포 또는 감금한 때에는 7년 이하의 징역과 10년 이하의 자격정지에 처한다.	이에대해 서울청 광역수사대 관계자는 “아직 이 건과 관련해 통보받은 사실이 없다”면서 “관련 수사가 이뤄지면 성실히 조사에 임하겠다”고 말했다.	앞서 서울경찰청 광역수사대는 지난 해 12월 코인빗 실소유주인 최모 회장 등 총 3명을 사전자기록위작 및 사기 등 혐의로 입건해 검찰에 기소의견으로 송치했다.	 이들은 지난해 8월부터 올해 5월까지 거래소 내부 계정끼리 코인을 사고파는 방식으로 거래량을 부풀리고 시세를 조작했다는 의혹을 받았다.	하지만 코인빗 측은 “자전거래는 동일한 사람 또는 사전합의를 거친 이들이 같은 가격과 수량으로 각각 매수·매도 주문을 내 상호체결시키는 행위”라면서 “이를 금지한 주식거래와 달리 현행 자본시장법의 적용을 받지 않는 가상통화 거래소들의 관행”이라고 반박했다."
새해 맞이 ‘뉴욕 볼드롭’도 TV로만 비공개 행사로 진행," 세계적으로 유명한 미국 뉴욕의 새해맞이 행사도 코로나19 여파로 비공개로 진행된다.	매년 마지막 순간에 뉴욕시 맨해튼에서 열리는 ‘타임스스퀘어 볼드롭’ 행사를 올해에는 일반 시민들이 현장에서 지켜볼 수 없다고 뉴욕타임스가 30일 전했다.	원타임스스퀘어 빌딩 꼭대기에서 새해 카운트다운과 함께 지름 12피트에 3만2256개의 발광다이오드 조명으로 이뤄진 무게 5.4톤 대형 크리스털 볼을 천천히 떨어뜨리는 이 행사를 지켜보려고 매년 수십만명이 타임스스퀘어로 운집한다.	코로나19 대유행의 한복판에서 벌어지는 이번 행사에는 미리 초대받은 최일선 필수 업종 근로자와 그 가족 40여명만 현장에 참석할 수 있다.	 보도에 따르면 뉴욕의 공공병원 소아과 의사, 코로나19에 걸렸다가 회복된 피자 배달원, 출퇴근용 페리 운영자 등이 참석자 명단에 포함됐다.	경찰은 31일 오후 3시부터 행사장 주변의 보행자 통행을 금지해 인파가 몰리지 않도록 철저히 관리할 계획이다.	 이에 따라 미국인들도 TV 중계방송이나 온라인 생중계를 통해서만 볼드롭 카운트다운을 함께 외칠 수밖에 없을 것으로 보인다.	새해맞이 볼드롭이 이런 어색한 모습으로 진행되는 것은 수십년 만에 처음이라고 NYT가 전했다.1904년 당시 새로 지은 뉴욕타임스 사옥을 밝힌 신년 축하 불꽃놀이를 보러 수십만명이 운집한 것을 계기로 시작된 이 행사는 1907년부터 대형 공을 떨어뜨리는 현재와 같은 형태를 갖추기 시작했다.	 2차 세계대전이 한창이던 1942∼1943년을 제외하면 취소된 적이 없다.	행사 분위기와 규모도 예년과 크게 달라질 전망이다.	작년 볼드롭 전 방탄소년단 등이 라이브 무대에 올라 신년 분위기를 끌어올렸던 것과 달리 이번에는 과거의 디스코 디바인 글로리아 게이너가 시청자들을 향해 ‘아이 윌 서바이브’를 부를 예정이다.	 이 노래는 코로나19 대유행을 맞아 역주행한 곡이다.	올해 행사는 타임스스퀘어 주변의 2개 블록에서 진행되는데 이 역시 예년보다 훨씬 좁아진 것이다.	 행사 참석자들과 스태프는 마스크 착용과 6피트 거리두기 규정을 지켜야 한다.	행사 공동 주최자 제프 스트로스는 “우리는 마스크를 쓴 타임스스퀘어를 보여주려고 한다”고 말했다."
‘동급생 집단 성폭행’ 중학생 2명 최대 징역 10년 구형," 같은 학교에 다니던 여중생을 집단 성폭행한 혐의로 기소된 남학생 2명에게 검찰이 중형을 구형했다.	 인천지법 형사13부 심리로 19일 열린 결심 공판에서 검찰은 성폭력범죄의 처벌 등에 관한 특례법상 강간 등 치상 등 혐의로 구속기소 한 A군과 공범 B군에게 각각 장기 징역 10년∼단기 징역 7년을 구형했다고 연합뉴스가 보도했다.	소년법에 따르면 범행을 저지른 만 19세 미만 미성년자에게는 장기와 단기로 나눠 형기의 상·하한을 둔 부정기형을 선고할 수 있다.	 단기형을 채우면 교정 당국의 평가를 받고 장기형이 만료되기 전에 조기 출소할 수도 있다.	검찰 관계자는 “피고인들이 중학생이고 나이가 어린 소년이긴 하지만 중학생이라고 하더라도 얼마나 중대한 범죄인지 충분히 알고 있었다”며 “소년인 점을 고려해도 엄중한 처벌 필요하다”고 구형 이유를 밝혔다.	A군과 B군은 특수절도 및 공동폭행 등 혐의로 추가 기소됐고 이들 사건은 성폭행 사건과 병합돼 함께 재판이 진행됐다.	이들은 지난해 12월 23일 오전 3시께 인천시 한 아파트 헬스장에서 같은 중학교에 다니던 여학생 C양을 불러 술을 먹인 뒤 28층 계단으로 끌고 가 성폭행하거나 성폭행을 하려 해 다치게 한 혐의 등으로 구속기소 됐다.	A군은 C양을 성폭행했고, B군은 성폭행을 시도했으나 미수에 그친 것으로 조사됐다.	C양은 A군 등 2명이 괴롭히던 학교 후배와 친하다는 이유로 범행 대상이 된 것으로 전해졌다.	검찰의 보강 수사 결과 A군이 범행 당시 갖고 있던 휴대전화에서 피해자의 나체 사진을 촬영했다가 삭제한 기록이 발견됐다.	앞서 경찰은 조사 과정에서 A군 등의 범행 모습이 담긴 아파트 폐쇄회로TV 일부 영상을 제대로 확보하지 않아 부실 수사 논란이 일었다.	경찰은 성실의무 위반으로 당시 사건 담당 관계자 3명에게 정직이나 견책 처분을 했다."
하늘에서 떨어진 3400만원 다시 수거했더니…고작 이거?, 지난 주말 마약을 흡입한 20대 남성이 아파트 30층에 현금을 무더기로 뿌린 사건이 화제다.19일 텅쉰 등에 따르면 지난 17일 오후 중국 충칭시 시핑빠구의 한 아파트 베란다에서 한 남성이 끊임없이 100위안짜리 돈뭉치를 밖에다 던지는 일이 발생했다.	이 남성은 마약을 흡입한 뒤 환각 상태에서 집 인테리어 비용으로 보관해둔 현금 20만 위안을 꺼내 뿌린 것으로 전해졌다.	웨이보 등에 퍼진 동영상에는 이 남성이 뿌린 100위안짜리 지폐를 주우려는 사람들이 아파트 근처로 몰려들면서 길이 막힐 정도로 북새통을 이뤘다.	신고를 받은 중국 경찰은 이 남성을 마약 투약 혐의로 긴급 체포해 조사 중이다.	한편 이날 뿌려진 뒤 수거된 돈은 4천 위안도 되지 않은 것으로 알려졌다.
"경북 김천 병원서 불…3명 화상, 30여명 대피 소동", 경북 김천 한 병원에서 방화로 추정되는 불이 나 환자 3명이 화상을 입고 30여명이 대피했다고 연합뉴스가 보도했다.18일 김천경찰서와 김천소방서에 따르면 이날 오후 10시 26분께 김천제일병원 6층에서 불이 났다.	불은 소방당국이 도착하기 전에 곧바로 병원 관계자 등에 의해 꺼졌다.	그러나 이 불로 환자 등 3명이 화상을 입었다.	또 병원 환자와 직원 30여명이 대피한 것으로 알려졌다.	불이 나기 전에 환자 사이에 다툼이 있다는 신고가 경찰에 들어왔다.	경찰과 소방당국은 환자와 병원 직원 등을 상대로 피해 규모와 사건 경위 등을 조사하고 있다.	경찰 관계자는 “환자 중에 1명이 불을 낸 것으로 추정돼 조사하고 있다”고 말했다.
마약류 밀반입과 영장주의 [민홍기 변호사의 형사소송 이야기]," 형사절차에 있어 강제처분을 함에 있어서는 원칙적으로 법관의 영장을 필요로 하는데 이를 ‘영장주의’라 한다.	 헌법은 체포·구속·압수·수색에는 법관이 발부한 영장을 제시해야 한다고 규정하고 있으며, 긴급을 요하는 특수한 경우에 한하여 사후영장제도를 허용하고 있다.	 영장주의와 함께 문제가 되는 수사기법은 마약류 밀반입 사건에 있어서 통제배달의 경우에 발생할 수 있는데, 통제 배달이라 함은, 우편물이나 배송화물의 내용물이 마약과 같은 금제품으로 판명되어 그 수취인을 특정할 필요가 있는 경우 수사관이 우편집배원이나 화물배송인의 협조를 얻어 함께 그 우편물이나 화물이 전달되는 현장에 가 수취인을 체포하는 수사방식을 말한다.	 은닉된 마약을 즉시 압수하지 않고 우편물이나 화물을 다시 원상태로 복구한 다음 감시체제를 가동하면서 발송인의 의도대로 배송계약상의 경로를 밟아 최종수취인에게 배송될 때까지 은밀히 추적하는 것을 라이브 통제 배달이라고 한다.	 이와 달리, 은닉된 마약을 발송인이나 수취인 모르게 다른 것으로 대체한 상태에서 최종수취인에게 배송될 때까지 추적하는 것은 클린 통제 배달이라고 한다.	 마약 유통을 방지하기 위해 통상 후자의 방식으로 통제 배달이 이루어진다.	 사례를 통해 구체적인 문제 상황을 살펴보면, A는 약통 속 캡슐에 은닉된 필로폰을 국내항공사의 국제특급우편물 편으로 밀수입한 혐의로 기소되었다.	 인천국제공항 국제우편세관 우편검사과 소속 세관공무원은 공항에 도착한 국제특급우편물에 대한 엑스선 검사 도중 이상 음영이 있는 우편물을 열어 필로폰을 발견하고 시료를 채취한 후 성분분석을 하였고, 마약조사과 소속 마약조사관은 인천지방검찰청 검사에게 이를 보고하고 검찰수사관과 합동으로 이른바 ‘통제 배달’ 방식으로 이 우편물을 배달하여 A를 수취인 주소지에서 현행범으로 체포하였다.	 A는 인천지방검찰청 검사실에서 이 우편물 전부를 검사에게 임의로 제출하였고, 검사는 이를 영장 없이 압수하였다.	 A는 “수사기관이 국제특급우편물을 개봉하거나 성분분석을 하면서 사전 영장을 받지 않았고 성분분석 후에도 사후 영장을 받지 않았으므로, 수사기관의 이 사건 우편물에 대한 시료채취와 성분분석, 전체적인 필로폰 압수과정은 영장주의에 위반하여 위법”이라고 주장하였다.	이에 대해 법원은 우편물 통관검사절차에서 이루어지는 우편물의 개봉, 시료채취, 성분분석 등의 검사는 수출입물품에 대한 적정한 통관 등을 목적으로 한 행정조사의 성격을 가지는 것으로서 수사기관의 강제처분이라고 할 수 없으므로, 압수.	수색 영장 없이 우편물의 개봉, 시료채취, 성분분석 등의 검사가 진행되었다 하더라도 특별한 사정이 없는 한 위법하다고 볼 수 없다고 하였다.	 또한 형사소송법 제218조는 검사 또는 사법경찰관은 피의자, 기타인의 유류한 물건이나 소유자, 소지자 또는 보관자가 임의로 제출한 물건을 영장 없이 압수할 수 있다고 규정하고 있고, 압수는 증거물 또는 몰수할 것으로 사료되는 물건의 점유를 취득하는 강제처분으로서, 세관공무원이 통관검사를 위하여 직무상 소지 또는 보관하는 우편물을 수사기관에게 임의로 제출한 경우에는 비록 소유자의 동의를 받지 않았다 하더라도 수사기관이 강제로 점유를 취득하지 않은 이상 해당 우편물을 압수하였다고 할 수 없다고 하며 A의 주장을 받아들이지 않았다."
생후 10개월 딸 성폭행한 친아빠 기소," 미국에서 태어난 지 10개월 된 친딸을 성폭행하고 사망에 이르게 한 남성이 경찰에 붙잡혔다.	지난 8일 NBC뉴스는 펜실베이니아주에서 발생한 끔찍한 영아 성폭행 사건과 관련해 경찰이 아기 아버지 오스틴 스티븐스를 체포했다고 보도했다.	경찰에 따르면 스티븐스는 지난 3일 밤 펜실베이니아주 랭커스터카운티 자택에서 10개월 된 친딸을 성폭행한 혐의를 받고 있다.	 경찰은 이날 아기가 숨을 쉬지 않는다는 스티븐스의 신고를 받고 출동해 응급처치 후 아기를 곧장 병원으로 이송했지만 2시간도 채 되지 않아 아이는 결국 사망했다.	경찰은 지난 6일 수사 결과 발표에서 “심폐소생술 시행 후 아기를 인근 병원으로 옮겼지만, 자정을 조금 넘긴 시각 사망 선고를 받았다”고 밝혔다.	 부검 결과 아기 머리에서는 둔기에 의한 외상이 발견됐으며, 성폭행 흔적도 확인됐다.	압수수색 영장을 받아 스티븐스의 휴대전화를 확보한 경찰은 그가 신고 직전까지 약 1시간 동안 ‘아기가 숨을 쉬지 않는다’, ‘아기 박동이 들리지 않으면 어떻게 해야 하나’, ‘아기가 죽었나 안 죽었나 확인하는 방법’ 등 는 수차례 범행 관련 인터넷 검색을 한 것으로 드러났다.	또 스티븐스는 죽어가는 딸을 두고 채팅으로 만난 여성과 메시지를 주고 받은 사실이 알려지면서 공분을 사고 있다.	아기 어머니는 자신의 사회관계망서비스를 통해 “난 하나도 괜찮지 않다.	 뭐라 할 말이 없다.	 그는 대가를 치르게 될 것”이라며 비통한 심정을 드러냈고 외조부모도 “손녀를 영영 못 보게 될 줄은 꿈에도 몰랐다.	 아버지가 딸에게 그럴 줄은 몰랐다”고 심경을 전했다.	경찰은 스티븐스를 아동 성폭행, 가중 폭행 및 ‘비자발적 비정상적 성교’ 혐의 등으로 기소했다.	 펜실베이니아주는 1급 흉악범죄인 IDSI 혐의에 대해 최대 20년의 징역형을 적용하고 있으며 아동을 상대로 한 범죄의 경우 최대 40년에서 무기징역까지 형량을 선고하고 있다."
‘아이 20만원’ 게시 미혼모 진술보니…," ‘물품 거래 앱’ 젖먹이 입양 글을 조사하고 있는 경찰이 해당 글을 올린 젖먹이 엄마가 잘못된 행동임을 깨닫고 게시 글을 바로 삭제했다고 진술했다고 밝혔다.	경찰은 또 해당 젖먹이 엄마가 원치 않은 임신으로 아기를 출산한 지 얼마 되지 않아 육체적으로 힘이 들고 정신적으로도 두려움과 스트레스가 큰 상태에서 해당 글을 올렸던 것으로 보인다고 말했다.	연합뉴스에 따르면 제주지방경찰청은 중고 물품 거래 모바일 애플리케이션에 20만원의 판매금액과 함께 자신이 낳은 젖먹이를 입양 보내겠다고 글을 올린 미혼모 A씨를 대상으로 1차 조사를 진행했다고 18일 밝혔다.	A씨는 경찰 조사에서 “아기 아빠가 현재 없는 상태로 아이를 낳은 후 미혼모센터에서 아기를 입양보내는 절차 상담을 받게 돼 화가 났다.	 그래서  해당 글을 올렸다”고 진술했다.	 경찰 관계자는 “A씨가 ‘미혼모센터에서 아기 입양 절차를 상담받던 중 입양 절차가 까다롭고 기간이 오래 걸려서 화가 났다’고 진술했지만, A씨가 나이가 많지 않고 원치 않게 임신을 하고 예정일보다 앞서 갑작스럽게 출산까지 한 상황을 고려해 접근해야 한다”고 말했다.	    경찰은 “A씨가 중고 거래 앱에 올린 행동을 진심으로 반성하고 있고 그 외에는 현실적으로 정상적인 출산이 아니며 경제적으로도 딱한 상황”이라며 1차 진술만으로 사건 실체를 판단할 수 없다고 강조했다.	 경찰은 A씨가 해당 게시글에 ‘36주 아이’라고 작성했지만 실제로 아기를 지난 13일 제주시에 있는 한 산부인과에서 낳은 것으로 조사했다.	 아이를 낳은 후 사흘 뒤인 지난 16일 도내 한 산후조리원에 입소해 입소 첫날 해당 게시글을 올렸다.	 아이 엄마는 직업이 없는 상태로 출산을 했고 부모가 제주에 살고 있지만 도움을 받을 수 있는 상황이 아닌 것으로 알려졌다.	 아이 아빠 역시 아이를 양육할 여건 아닌 것으로 전해졌다.	A씨는 실제로 해당 게시글을 본 다른 이용자가 입양을 보내려는 이유를 묻자 “아이 아빠가 곁에 없어 혼자 키우기 어렵다”고 답한 것으로 알려졌다.	경찰은 다만, A씨가 아기를 입양 보내는 조건으로 20만원의 돈을 받겠다고 한 점 등을 토대로 A씨가 산후조리원을 퇴소하면 아동복지법 위반 여부 등에 대해 면밀히 조사할 계획이다.	 경찰은 수사와 별개로 유관 기관의 협조를 얻어 영아와 산모를 지원해줄 방안을 찾고 있다.	 A씨는 현재 산후조리원에 있으며 퇴소 후에는 미혼모 시설에 갈 예정이다.	지난 16일 오후 한 중고 물품 거래 모바일 애플리케이션에 20만원의 판매금액과 함께 ‘아이 입양합니다.	 36주 되어있어요’라는 제목의 A씨 글이 올라왔다.	 또 이불에 싸인 아이 모습이 담긴 두 장의 사진도 함께 게시됐다."
야간통금…적막이 흐르는 프랑스 파리의 밤," 프랑스 파리를 비롯한 주요 대도시에서 야간 통행이 금지된 첫날인 17일 밤 도심 곳곳에 적막이 흘렀다.	평소라면 토요일 밤을 즐기려는 현지인과 관광객으로 뒤섞여 활기찼을 거리는 텅 비었고, 웃음소리가 끊이지 않았을 식당들은 문을 굳게 닫았다.	 연합뉴스에 따르면 일간 르피가로는 파리 시내 18구 골목길에 즐비한 식당들이 통금 시작 10분 전인 오후 8시 50분부터 셔터를 내릴 준비를 시작했고 20분만에 거리는 조용해졌다고 전했다.	파리의 화려한 야경을 눈에 담으려는 인파로 가득해야 할 몽마르트르언덕 인근 골목길에서도 인적이 드물어졌다.	통행 금지 시간이 가까워질수록 버스와 지하철 등 대중교통에서는 사람을 찾아보기 어려웠다.	불법 마약 거래가 가장 활발하게 이뤄진다는 파리 근교 생투앙에서도 오후 10시에는 아무도 찾아볼 수 없었다.	파리에서 가장 환승을 많이 한다는 지하철역 샤틀레역 인근 샤틀레광장에서는 통금 조치에 항의하는 시위가 열렸다.100여명으로 추산되는 시위대는 “자유”, “자유”를 외치며 거리를 행진했고 경찰의 해산 명령으로 30∼45분 뒤 사라졌다.	 그르노블과 툴루즈 등 통금 조치가 내려진 다른 대도시에서도 통금 조치에 반대하는 소규모 시위가 산발적으로 열렸다.	프랑스 정부는 수도권인 일드프랑스와 8개 지방 대도시에서 최소 4주동안 오후 9시부터 다음날 오전 6시까지 외출을 금지하는 조치를 내렸다.	 리옹, 릴, 툴루즈, 몽펠리에, 생테티엔, 액스-	마르세유, 루앙, 그르노블이 이번 통금 조치 대상 지역들이다.	합당한 이유 없이 야간 통행 금지 조치를 어기면 135유로의 벌금이 부과된다.	 보름 안에 또다시 통금시간을 위반하면 1천500유로를 내야 한다."
